id,magnitude
06057,0.0126719208777623
06065,0.00230330936406383
06081,0.00373468229323183
06079,0.0128707802181422
06017,0.0234714838086032
06073,0.00304088479527654
06085,0.00258537879655567
06035,0.0055465292173231
06003,0.00586898901931087
06107,0.00326412008834624
06005,0.0189226610404167
06037,0.00236227132244298
06031,0.00217402127553645
06113,0.00365002204524018
06099,0.00300871664079426
06013,0.00247011039101593
06067,0.00367431989370434
06053,0.00532914681009844
06069,0.00534026729295979
06001,0.00305940183764165
06011,0.00807811806480249
06009,0.0057649473730183
06055,0.0384117999850064
06093,0.0104558157463621
06061,0.00471527317257737
06083,0.00730161848027445
06023,0.00874685085062417
06095,0.00235034320494095
06109,0.0498880065159845
06045,0.0268957262550165
06111,0.00281533123563555
06101,0.00371650952736356
06059,0.00239905018007775
06029,0.00376498168720494
06027,0.0325641025641026
06097,0.0116206271623922
06071,0.00210443544996512
06063,0.00777535657686212
06091,0.0115959719255417
06103,0.00891435848455906
06089,0.00554290804711472
06049,0.0206995003568879
06047,0.00293153891164424
06015,0.0134662695843584
06075,0.00610217671933035
06033,0.0164816013543793
06025,0.00297952146162921
06039,0.00468195617981638
06105,0.00736634818758661
06041,0.00669184588403594
06115,0.0117997843050181
06007,0.00456899620097772
06051,0.0214976710856324
06021,0.00633097762073027
06077,0.00340985237585223
06043,0.00492072170585019
06087,0.00694969812944091
06019,0.00289284054689085
